Reporter,Partner,Product categories,Indicator Type,Indicator,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988
"Egypt, Arab Rep.",India,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,      7.17,      7.42,      6.93,      7.17,      4.66,      6.02,      6.39,     11.27,     10.15,,,      7.55,      8.83,,,,,,,,,,,,,,
"Egypt, Arab Rep.",Israel,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,,,,,,,,,,,,      5.34,,      8.39,      9.95,      5.12,      5.44,,,,,,
"Egypt, Arab Rep.",Italy,All Products,Export,Partner share(%)-Top 5 Export Partner,      5.53,      6.99,      8.36,      6.50,      7.35,      9.15,      9.39,      7.90,      8.61,      8.35,      6.56,     10.40,      9.80,      9.23,     10.14,     12.79,     12.30,     10.70,      9.14,     16.30,     10.07,     10.01,     11.21,     12.40,     13.32,     12.28,,,,,,
"Egypt, Arab Rep.",Italy,All Products,Import,Partner share(%)-Top 5 Import Partner,,,      6.56,      4.70,,      4.58,      5.32,,      5.02,      5.59,      5.91,      5.72,,,,      4.79,      4.94,      5.04,      5.05,      6.66,      6.57,      6.74,      7.06,      6.69,      6.23,      6.40,,,,,,
"Egypt, Arab Rep.",Kuwait,All Products,Import,Partner share(%)-Top 5 Import Partner,,,,,,      4.93,,,      4.47,,,,,      5.26,,,,,,,,,,,,,,,,,,
"Egypt, Arab Rep.",Libya,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,      4.44,,,,,,,,,,,,,,,,,,,,,,,,,
"Egypt, Arab Rep.",Netherlands,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,,,      5.75,,,,,,,      6.72,      6.38,      7.12,      7.80,      6.77,     10.32,      4.84,      5.96,,,,,,
"Egypt, Arab Rep.",Russian Federation,All Products,Import,Partner share(%)-Top 5 Import Partner,,      6.10,,,      4.53,,,      5.71,,,,,,,,,,,,,,,,,,,,,,,,
"Egypt, Arab Rep.",Saudi Arabia,All Products,Export,Partner share(%)-Top 5 Export Partner,      5.56,      4.89,      5.95,      7.81,      9.23,      7.39,      6.86,      6.23,      6.26,      5.88,      5.71,,,,,,,,,,,      5.52,,,,,,,,,,
"Egypt, Arab Rep.",Saudi Arabia,All Products,Import,Partner share(%)-Top 5 Import Partner,      6.63,      6.91,      6.22,,,,,,,      4.00,,      5.88,      8.28,      6.92,      4.83,,,,      5.34,      7.40,,,,,,,,,,,,
"Egypt, Arab Rep.",Spain,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,      6.16,      6.57,      5.71,      6.42,      7.55,      7.57,      5.63,,,,,,,,,,,,,,,,
"Egypt, Arab Rep.",Turkey,All Products,Export,Partner share(%)-Top 5 Export Partner,      5.69,      6.84,      7.31,      6.24,      5.79,      5.41,      6.07,      5.34,      4.84,,,,,,,,,,,,,,,,,,,,,,,
