Reporter,Partner,Product categories,Indicator Type,Indicator,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988
Rwanda,Belgium,All Products,Export,Partner share(%)-Top 5 Export Partner,,,      4.34,,,,      5.91,      9.85,     11.70,     11.16,     11.31,     16.53,     13.94,     15.68,     25.29,,,      5.08,,,      8.75,,,,,,,,,,,
Rwanda,Belgium,All Products,Import,Partner share(%)-Top 5 Import Partner,,,,,,,,,,,,      6.07,      6.86,      6.78,     12.01,      8.09,     10.24,     10.49,     17.52,,     21.26,,,,,,,,,,,
Rwanda,Belgium-Luxembourg,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,,,,,,,,,,,,,      4.96,      4.61,     18.70,,,,,,,,
Rwanda,Belgium-Luxembourg,All Products,Import,Partner share(%)-Top 5 Import Partner,,,,,,,,,,,,,,,,,,,,,,     19.06,     17.27,     17.28,,,,,,,,
Rwanda,Bouvet Island,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,,,,,,,,,,     66.75,,,,,,,,,,,,,
Rwanda,Burundi,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,      5.01,,,,,,,,,,,,,,,,,,      2.43,,,,,,,,,,
Rwanda,China,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,      4.66,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,China,All Products,Import,Partner share(%)-Top 5 Import Partner,     19.88,     18.37,     16.73,     17.50,     16.78,     16.39,     12.16,     13.93,      9.86,      9.09,      8.27,      8.89,      6.86,,,,,,,,,,,,,,,,,,,
Rwanda,"Congo, Dem. Rep.",All Products,Export,Partner share(%)-Top 5 Export Partner,     32.07,     33.58,     29.73,     33.12,     32.57,     30.79,     25.96,,     11.15,      7.55,,     12.97,,,,,      4.05,,,,,,,,,,,,,,,
Rwanda,Eswatini,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,,      9.05,      5.09,,,,,,,,,,,,,,,,,,,,
Rwanda,Fm Sudan,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,,     10.77,,,,,,,,,,,,,,,,,,,,,
Rwanda,France,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,      7.93,     11.87,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,Germany,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,,,,,,,,,,,,      7.02,,      4.59,,,,,,,,,
Rwanda,Germany,All Products,Import,Partner share(%)-Top 5 Import Partner,,,,,,,,,,,,,,,,,,,,,,,,      5.51,,,,,,,,
Rwanda,"Hong Kong, China",All Products,Export,Partner share(%)-Top 5 Export Partner,,      6.87,     10.04,,,,,      4.85,,      7.97,      6.12,      6.50,     12.54,     10.32,      9.17,,,      8.57,,,,,,,,,,,,,,
Rwanda,India,All Products,Import,Partner share(%)-Top 5 Import Partner,      8.78,     10.17,     10.33,     12.14,     12.23,     11.70,      9.92,      9.13,      7.37,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,Japan,All Products,Import,Partner share(%)-Top 5 Import Partner,,,,,,,,,,      6.32,,,,,,      5.92,      9.05,      6.99,      5.51,,      4.82,,,,,,,,,,,
Rwanda,Kenya,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,     15.98,     17.54,     13.02,     15.37,     27.39,     15.73,     16.37,     31.88,     31.71,     18.69,     21.04,     22.00,     23.81,     40.51,     35.68,     13.50,,     59.21,     68.90,     67.12,     29.32,,,,,,,,
Rwanda,Kenya,All Products,Import,Partner share(%)-Top 5 Import Partner,      8.71,      6.21,      5.77,      5.72,      6.01,      7.92,      6.40,      8.37,      7.82,     10.24,     11.14,     13.68,     14.95,     30.13,     13.49,     12.52,     11.40,     12.13,      9.67,,     21.73,     24.46,     22.64,     18.01,,,,,,,,
Rwanda,Netherlands,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,,,,,,,,,     12.07,,,,,,,,,,,,,,
Rwanda,Pakistan,All Products,Export,Partner share(%)-Top 5 Export Partner,      3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,Saudi Arabia,All Products,Import,Partner share(%)-Top 5 Import Partner,,,,,,,,,,,,,,,,     12.17,     11.02,      9.21,     10.62,,,,,,,,,,,,,
Rwanda,South Africa,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,,,,,,,,,,      3.38,,,,,      4.55,,,,,,,,
Rwanda,Switzerland,All Products,Export,Partner share(%)-Top 5 Export Partner,      4.62,      8.84,      9.17,     10.02,      9.52,     12.53,     18.31,     19.32,     18.86,     22.65,,,      7.26,      9.19,      7.23,      3.42,,     13.69,      2.40,,      2.76,      2.39,,,,,,,,,,
Rwanda,Tanzania,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,,,,,,,     12.21,      7.96,,      3.23,,     13.71,      9.72,      9.21,     24.03,,,,,,,,
Rwanda,Tanzania,All Products,Import,Partner share(%)-Top 5 Import Partner,      8.44,,,,,,,,,,      4.91,,,      5.00,      5.88,,,,,,      5.69,      4.93,      5.52,      5.62,,,,,,,,
Rwanda,Thailand,All Products,Export,Partner share(%)-Top 5 Export Partner,,,      5.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,Uganda,All Products,Export,Partner share(%)-Top 5 Export Partner,      5.27,,,,,,,,,,,,,,,     38.60,     26.73,,,,,,,     10.83,,,,,,,,
Rwanda,Uganda,All Products,Import,Partner share(%)-Top 5 Import Partner,,      8.54,      7.64,      7.14,      8.92,     10.85,     10.39,     11.88,     12.44,     12.40,     12.86,     16.48,     16.99,     13.00,     13.22,      7.53,      5.43,,,,,      4.44,      5.70,,,,,,,,,
Rwanda,United Arab Emirates,All Products,Export,Partner share(%)-Top 5 Export Partner,     29.63,      4.61,,     10.94,      4.69,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,United Arab Emirates,All Products,Import,Partner share(%)-Top 5 Import Partner,      7.64,      9.82,     10.76,     12.09,     10.44,      9.78,      9.48,      5.74,      6.27,      6.16,      6.25,      8.57,      8.49,      6.73,      8.96,,,,,,      7.18,      5.90,      6.05,      6.13,,,,,,,,
Rwanda,United Kingdom,All Products,Export,Partner share(%)-Top 5 Export Partner,,      4.39,,,,,,,,,,,     18.75,     20.59,     18.78,      7.50,      6.04,,,,,,      3.21,,,,,,,,,
Rwanda,United States,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,      4.01,      5.03,,,,,,,,,,,,,,,,,,,,,,,,,,
